order_id;total_qty;total_weight_gr;total_returned_qty;Total Diskon;product_categories;num_product_categories;Status Pesanan;Alasan Pembatalan;Opsi Pengiriman;Metode Pembayaran;Kota/Kabupaten;Provinsi;Ongkos Kirim Dibayar oleh Pembeli;Estimasi Potongan Biaya Pengiriman;Total Pembayaran;Perkiraan Ongkos Kirim;Waktu Pesanan Dibuat;source_file
ORD_0015473;20;7000;0;0;Nampan / Tray;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA JAKARTA SELATAN;DKI JAKARTA;0;23500;129080;23500;2025-11-12 08:35;NovemberSales2025.xlsx
ORD_0015474;2;600;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. SUBANG;JAWA BARAT;0;3500;28000;3500;2025-11-12 08:57;NovemberSales2025.xlsx
ORD_0015475;1;7000;0;0;Other;1;Selesai;;Instant-SPX Instant;SPayLater;KOTA TANGERANG;BANTEN;0;19000;100000;19000;2025-11-12 09:00;NovemberSales2025.xlsx
ORD_0015476;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. TULUNGAGUNG;JAWA TIMUR;0;5000;19000;5000;2025-11-12 10:21;NovemberSales2025.xlsx
ORD_0015477;2;200;0;0;Seal / Baut / Roof;1;Selesai;;SPX Hemat;SeaBank Bayar Instan;KOTA BEKASI;JAWA BARAT;0;6500;35935;6500;2025-11-12 12:51;NovemberSales2025.xlsx
ORD_0015478;3;1200;0;0;Botol / Gelas / Mug, Mangkok Sambal / Saus, Other;3;Selesai;;Hemat Kargo-SPX Hemat;SPayLater;KAB. LAMPUNG TENGAH;LAMPUNG;0;11000;32000;11000;2025-11-12 12:57;NovemberSales2025.xlsx
ORD_0015479;1;200;0;0;Mangkok Sambal / Saus;1;Batal;Dibatalkan secara otomatis oleh sistem. Alasan: Pengiriman gagal;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA JAKARTA SELATAN;DKI JAKARTA;0;0;0;3500;2025-11-12 14:14;NovemberSales2025.xlsx
ORD_0015480;1;300;0;0;Keranjang;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. SLEMAN;DI YOGYAKARTA;0;5000;12732;5000;2025-11-12 14:35;NovemberSales2025.xlsx
ORD_0015481;3;600;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KAB. MUSI RAWAS;SUMATERA SELATAN;0;13000;46869;13000;2025-11-12 14:46;NovemberSales2025.xlsx
ORD_0015482;2;400;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. MANDAILING NATAL;SUMATERA UTARA;2000;15000;34998;17000;2025-11-12 15:16;NovemberSales2025.xlsx
ORD_0015483;1;80;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. SUKABUMI;JAWA BARAT;0;3500;8500;3500;2025-11-12 15:22;NovemberSales2025.xlsx
ORD_0015484;4;1900;0;0;Botol / Gelas / Mug, Other;2;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. INDRAMAYU;JAWA BARAT;0;3500;39500;3500;2025-11-12 17:54;NovemberSales2025.xlsx
ORD_0015485;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KOTA TANGERANG SELATAN;BANTEN;0;3500;17536;3500;2025-11-12 18:41;NovemberSales2025.xlsx
ORD_0015486;1;200;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KAB. BANDUNG;JAWA BARAT;0;3500;17999;3500;2025-11-12 19:14;NovemberSales2025.xlsx
ORD_0015487;3;30;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA BANDUNG;JAWA BARAT;0;3500;9000;3500;2025-11-12 19:53;NovemberSales2025.xlsx
ORD_0015488;1;300;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. LAMPUNG UTARA;LAMPUNG;0;11000;17000;11000;2025-11-12 20:27;NovemberSales2025.xlsx
ORD_0015489;20;2000;0;0;Seal / Baut / Roof;1;Selesai;;Reguler (Cashless)-SPX Standard;Saldo ShopeePay;KAB. BEKASI;JAWA BARAT;0;8500;333477;8500;2025-11-12 20:52;NovemberSales2025.xlsx
ORD_0015490;1;200;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. SIJUNJUNG (SAWAH LUNTO SIJUNJUNG);SUMATERA BARAT;0;15000;16235;15000;2025-11-12 21:49;NovemberSales2025.xlsx
ORD_0015491;1;100;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA DEPOK;JAWA BARAT;0;3500;12500;3500;2025-11-12 23:14;NovemberSales2025.xlsx
ORD_0015492;2;400;0;0;Mangkok Sambal / Saus;1;Batal;Dibatalkan oleh Pembeli. Alasan: Lainnya/ berubah pikiran;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. LABUHAN BATU UTARA;SUMATERA UTARA;0;0;0;17000;2025-11-12 23:52;NovemberSales2025.xlsx
ORD_0015493;1;200;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. ACEH TIMUR;NANGGROE ACEH DARUSSALAM (NAD);7000;15000;24499;22000;2025-11-13 00:45;NovemberSales2025.xlsx
ORD_0015494;3;600;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. KLATEN;JAWA TENGAH;0;5000;48497;5000;2025-11-13 02:23;NovemberSales2025.xlsx
ORD_0015495;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. BANDUNG;JAWA BARAT;0;3500;15900;3500;2025-11-13 07:01;NovemberSales2025.xlsx
ORD_0015496;11;2200;0;0;Nampan / Tray;1;Pesanan diterima, namun Pembeli masih dapat mengajukan pengembalian hingga 2025-12-06.;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. WAJO;SULAWESI SELATAN;0;16000;73500;16000;2025-11-13 07:58;NovemberSales2025.xlsx
ORD_0015497;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA TANGERANG;BANTEN;0;3500;18900;3500;2025-11-13 08:19;NovemberSales2025.xlsx
ORD_0015498;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. BEKASI;JAWA BARAT;0;3500;19499;3500;2025-11-13 08:20;NovemberSales2025.xlsx
ORD_0015499;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KOTA DEPOK;JAWA BARAT;0;3500;21805;3500;2025-11-13 09:08;NovemberSales2025.xlsx
ORD_0015500;2;2000;0;0;Celengan, Gantungan Baju / Hanger;2;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KAB. PEMALANG;JAWA TENGAH;0;5000;28905;5000;2025-11-13 09:28;NovemberSales2025.xlsx
ORD_0015501;2;400;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. MURUNG RAYA;KALIMANTAN TENGAH;13000;0;45998;13000;2025-11-13 10:21;NovemberSales2025.xlsx
ORD_0015502;1;80;0;0;Aksesoris Pintu;1;Selesai;;SPX Hemat;Online Payment;KOTA JAKARTA TIMUR;DKI JAKARTA;0;6500;6762;6500;2025-11-13 10:57;NovemberSales2025.xlsx
ORD_0015503;1;80;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA TANGERANG;BANTEN;0;3500;9000;3500;2025-11-13 11:06;NovemberSales2025.xlsx
ORD_0015504;4;1600;0;0;Mangkok Sambal / Saus;1;Selesai;;Reguler (Cashless)-SPX Standard;Online Payment;KOTA SURABAYA;JAWA TIMUR;0;8000;61463;8000;2025-11-13 12:07;NovemberSales2025.xlsx
ORD_0015505;1;2000;1;0;Other;1;Selesai;;Hemat Kargo-SPX Hemat;SeaBank Bayar Instan;KAB. PROBOLINGGO;JAWA TIMUR;0;0;0;8000;2025-11-13 12:09;NovemberSales2025.xlsx
ORD_0015506;1;4500;0;0;Keranjang;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. PEMALANG;JAWA TENGAH;5000;10000;37500;15000;2025-11-13 12:13;NovemberSales2025.xlsx
ORD_0015507;1;2000;1;0;Other;1;Selesai;;Hemat Kargo-SPX Hemat;SeaBank Bayar Instan;KAB. PROBOLINGGO;JAWA TIMUR;0;0;0;8000;2025-11-13 12:13;NovemberSales2025.xlsx
ORD_0015508;1;2000;0;0;Other;1;Selesai;;Hemat Kargo-SPX Hemat;SeaBank Bayar Instan;KAB. PROBOLINGGO;JAWA TIMUR;0;8000;16348;8000;2025-11-13 12:14;NovemberSales2025.xlsx
ORD_0015509;3;900;0;3;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KOTA BANDA ACEH;NANGGROE ACEH DARUSSALAM (NAD);0;22000;46897;22000;2025-11-13 13:43;NovemberSales2025.xlsx
ORD_0015510;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. TEGAL;JAWA TENGAH;0;5000;19500;5000;2025-11-13 13:43;NovemberSales2025.xlsx
ORD_0015511;1;200;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. PURWAKARTA;JAWA BARAT;0;3500;16999;3500;2025-11-13 17:08;NovemberSales2025.xlsx
ORD_0015512;1;200;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;Kartu Kredit/Debit;KOTA SURAKARTA (SOLO);JAWA TENGAH;0;5000;15243;5000;2025-11-13 17:12;NovemberSales2025.xlsx
ORD_0015513;5;630;0;2;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;SPayLater;KAB. KARAWANG;JAWA BARAT;0;3500;25998;3500;2025-11-13 18:08;NovemberSales2025.xlsx
ORD_0015514;7;1050;0;0;Mangkok Sambal / Saus;1;Selesai;;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KAB. LAMONGAN;JAWA TIMUR;0;8000;37000;8000;2025-11-13 18:40;NovemberSales2025.xlsx
ORD_0015515;2;700;0;0;Mangkok Sambal / Saus, Pisau / Alat Potong;2;Batal;Dibatalkan secara otomatis oleh sistem. Alasan: Pengiriman gagal;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA JAMBI;JAMBI;0;0;0;15000;2025-11-13 20:38;NovemberSales2025.xlsx
ORD_0015516;1;1000;0;0;Bangku / Kursi Kecil;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. BEKASI;JAWA BARAT;0;3500;22500;3500;2025-11-13 20:55;NovemberSales2025.xlsx
ORD_0015517;1;200;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA TANGERANG;BANTEN;3500;0;20500;3500;2025-11-13 23:11;NovemberSales2025.xlsx
ORD_0015518;1;300;0;0;Keranjang;1;Batal;Dibatalkan oleh Pembeli. Alasan: Ubah Pesanan yang Ada;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA JAKARTA TIMUR;DKI JAKARTA;0;0;0;3500;2025-11-14 02:26;NovemberSales2025.xlsx
ORD_0015519;4;600;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. SUKABUMI;JAWA BARAT;0;3500;22000;3500;2025-11-14 06:34;NovemberSales2025.xlsx
ORD_0015520;2;160;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KOTA SURABAYA;JAWA TIMUR;0;5000;14900;5000;2025-11-14 06:37;NovemberSales2025.xlsx
ORD_0015521;1;100;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. SUBANG;JAWA BARAT;0;3500;11150;3500;2025-11-14 09:38;NovemberSales2025.xlsx
ORD_0015522;2;400;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. BANJAR;KALIMANTAN SELATAN;10000;0;42998;10000;2025-11-14 09:47;NovemberSales2025.xlsx
ORD_0015523;3;600;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. TANGGAMUS;LAMPUNG;0;11000;38500;11000;2025-11-14 10:31;NovemberSales2025.xlsx
ORD_0015524;2;400;0;0;Aksesoris Pintu;1;Selesai;;SPX Standard;Saldo ShopeePay;KOTA PALEMBANG;SUMATERA SELATAN;0;9900;17900;9900;2025-11-14 11:19;NovemberSales2025.xlsx
ORD_0015525;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA JAKARTA UTARA;DKI JAKARTA;0;3500;16900;3500;2025-11-14 11:37;NovemberSales2025.xlsx
ORD_0015526;1;5400;0;0;Nampan / Tray;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. MOROWALI;SULAWESI TENGAH;170000;40000;273136;210000;2025-11-14 11:45;NovemberSales2025.xlsx
ORD_0015527;2;2000;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KAB. BULELENG;BALI;0;14000;40500;14000;2025-11-14 12:14;NovemberSales2025.xlsx
ORD_0015528;1;80;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KOTA TANGERANG SELATAN;BANTEN;0;3500;7500;3500;2025-11-14 12:16;NovemberSales2025.xlsx
ORD_0015529;2;200;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. SEMARANG;JAWA TENGAH;0;5000;22000;5000;2025-11-14 12:45;NovemberSales2025.xlsx
ORD_0015530;1;90;0;0;Botol / Gelas / Mug;1;Selesai;;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KOTA BEKASI;JAWA BARAT;0;3500;15400;3500;2025-11-14 13:03;NovemberSales2025.xlsx
ORD_0015531;2;1000;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KOTA JAKARTA PUSAT;DKI JAKARTA;0;3500;30900;3500;2025-11-14 13:13;NovemberSales2025.xlsx
ORD_0015532;3;300;0;0;Botol / Gelas / Mug;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA JAKARTA TIMUR;DKI JAKARTA;0;3500;15500;3500;2025-11-14 15:00;NovemberSales2025.xlsx
ORD_0015533;2;400;0;0;Mangkok Sambal / Saus;1;Sedang Dikirim;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. LAMANDAU;KALIMANTAN TENGAH;0;13000;33000;13000;2025-11-14 15:09;NovemberSales2025.xlsx
ORD_0015534;4;1800;0;0;Mangkok Sambal / Saus, Plastik / Wadah Plastik;2;Selesai;;Reguler (Cashless)-SPX Standard;Saldo ShopeePay;KAB. BOGOR;JAWA BARAT;0;6500;54397;6500;2025-11-14 15:24;NovemberSales2025.xlsx
ORD_0015535;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;SPayLater;KAB. KENDAL;JAWA TENGAH;0;5000;19500;5000;2025-11-14 16:04;NovemberSales2025.xlsx
ORD_0015536;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. PASURUAN;JAWA TIMUR;0;5000;18900;5000;2025-11-14 16:13;NovemberSales2025.xlsx
ORD_0015537;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. BANDUNG;JAWA BARAT;0;3500;23000;3500;2025-11-14 16:48;NovemberSales2025.xlsx
ORD_0015538;1;300;0;1;Mangkok Sambal / Saus;1;Batal;Dibatalkan oleh Pembeli. Alasan: Need to change delivery address;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA SEMARANG;JAWA TENGAH;0;0;0;5000;2025-11-14 16:48;NovemberSales2025.xlsx
ORD_0015539;2;160;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. TANGERANG;BANTEN;0;3500;16000;3500;2025-11-14 17:04;NovemberSales2025.xlsx
ORD_0015540;3;800;0;0;Botol / Gelas / Mug, Mangkok Sambal / Saus;2;Selesai;;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KOTA JAKARTA UTARA;DKI JAKARTA;0;3500;20900;3500;2025-11-14 17:25;NovemberSales2025.xlsx
ORD_0015541;2;800;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. TANJUNG JABUNG BARAT;JAMBI;0;15000;33499;15000;2025-11-14 18:50;NovemberSales2025.xlsx
ORD_0015542;1;80;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. PANDEGLANG;BANTEN;0;3500;9000;3500;2025-11-14 18:52;NovemberSales2025.xlsx
ORD_0015543;1;300;0;1;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA JAKARTA SELATAN;DKI JAKARTA;0;3500;16999;3500;2025-11-14 18:59;NovemberSales2025.xlsx
ORD_0015544;2;200;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KOTA JAKARTA BARAT;DKI JAKARTA;0;3500;21900;3500;2025-11-14 19:09;NovemberSales2025.xlsx
ORD_0015545;2;600;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA MADIUN;JAWA TIMUR;0;5000;31000;5000;2025-11-14 20:13;NovemberSales2025.xlsx
ORD_0015546;1;80;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KOTA TANGERANG SELATAN;BANTEN;0;3500;9000;3500;2025-11-14 20:14;NovemberSales2025.xlsx
ORD_0015547;4;360;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. BANYUMAS;JAWA TENGAH;0;5000;21000;5000;2025-11-14 20:24;NovemberSales2025.xlsx
ORD_0015548;1;250;0;0;Lunch Box / Rantang;1;Selesai;;SPX Standard;Online Payment;KOTA DENPASAR;BALI;1700;15000;17200;16700;2025-11-14 20:25;NovemberSales2025.xlsx
ORD_0015549;1;200;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA DEPOK;JAWA BARAT;0;3500;17499;3500;2025-11-14 21:20;NovemberSales2025.xlsx
ORD_0015550;3;600;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. ACEH UTARA;NANGGROE ACEH DARUSSALAM (NAD);0;22000;48497;22000;2025-11-14 21:48;NovemberSales2025.xlsx
ORD_0015551;1;200;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. INDRAMAYU;JAWA BARAT;0;3500;17053;3500;2025-11-14 23:01;NovemberSales2025.xlsx
ORD_0015552;2;600;0;2;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. PACITAN;JAWA TIMUR;0;5000;31998;5000;2025-11-15 04:57;NovemberSales2025.xlsx
ORD_0015553;1;80;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KAB. SLEMAN;DI YOGYAKARTA;0;5000;8900;5000;2025-11-15 08:06;NovemberSales2025.xlsx
ORD_0015554;3;4500;0;0;Celengan;1;Batal;Dibatalkan secara otomatis oleh sistem. Alasan: Lainnya;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KAB. BOYOLALI;JAWA TENGAH;0;0;0;10000;2025-11-15 08:59;NovemberSales2025.xlsx
ORD_0015555;1;12000;0;0;Seal / Baut / Roof;1;Selesai;;Instant-SPX Instant;Saldo ShopeePay;KOTA JAKARTA TIMUR;DKI JAKARTA;29000;50000;1360900;79000;2025-11-15 09:57;NovemberSales2025.xlsx
ORD_0015556;1;500;0;0;Celengan;1;Selesai;;SPX Hemat;COD (Bayar di Tempat);KOTA JAKARTA BARAT;DKI JAKARTA;0;6500;18999;6500;2025-11-15 10:02;NovemberSales2025.xlsx
ORD_0015557;4;1200;0;0;Peralatan Makan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. LAMPUNG BARAT;LAMPUNG;0;11000;50000;11000;2025-11-15 10:42;NovemberSales2025.xlsx
ORD_0015558;2;2000;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. MAGELANG;JAWA TENGAH;0;5000;38900;5000;2025-11-15 10:43;NovemberSales2025.xlsx
ORD_0015559;1;200;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. KULON PROGO;DI YOGYAKARTA;0;5000;17500;5000;2025-11-15 10:53;NovemberSales2025.xlsx
ORD_0015560;1;100;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KAB. BOJONEGORO;JAWA TIMUR;0;5000;8650;5000;2025-11-15 11:33;NovemberSales2025.xlsx
ORD_0015561;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;SeaBank Bayar Instan;KOTA TANGERANG SELATAN;BANTEN;0;3500;25000;3500;2025-11-15 11:54;NovemberSales2025.xlsx
ORD_0015562;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA SURABAYA;JAWA TIMUR;0;5000;18900;5000;2025-11-15 12:05;NovemberSales2025.xlsx
ORD_0015563;1;500;0;0;Celengan;1;Batal;Dibatalkan oleh Pembeli. Alasan: Lainnya/ berubah pikiran;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KAB. BREBES;JAWA TENGAH;0;0;0;8000;2025-11-15 12:26;NovemberSales2025.xlsx
ORD_0015564;1;500;0;0;Celengan;1;Batal;Dibatalkan oleh Pembeli. Alasan: Ubah Pesanan yang Ada;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA JAKARTA UTARA;DKI JAKARTA;0;0;0;3500;2025-11-15 12:33;NovemberSales2025.xlsx
ORD_0015565;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KOTA DEPOK;JAWA BARAT;0;3500;18800;3500;2025-11-15 13:06;NovemberSales2025.xlsx
ORD_0015566;2;600;0;2;Mangkok Sambal / Saus;1;Pesanan diterima, namun Pembeli masih dapat mengajukan pengembalian hingga 2025-12-05.;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA PALANGKA RAYA;KALIMANTAN TENGAH;0;13000;31998;13000;2025-11-15 13:39;NovemberSales2025.xlsx
ORD_0015567;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. SIMALUNGUN;SUMATERA UTARA;2000;15000;21500;17000;2025-11-15 15:19;NovemberSales2025.xlsx
ORD_0015568;6;480;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. HULU SUNGAI TENGAH;KALIMANTAN SELATAN;0;10000;44000;10000;2025-11-15 15:24;NovemberSales2025.xlsx
ORD_0015569;1;500;0;0;Celengan;1;Batal;Dibatalkan oleh Pembeli. Alasan: Lainnya/ berubah pikiran;Hemat Kargo-SPX Hemat;SPayLater;KOTA TANGERANG SELATAN;BANTEN;0;0;0;3500;2025-11-15 15:29;NovemberSales2025.xlsx
ORD_0015570;1;80;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KOTA JAKARTA TIMUR;DKI JAKARTA;0;3500;8400;3500;2025-11-15 15:36;NovemberSales2025.xlsx
ORD_0015571;2;400;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;SPayLater;KAB. TULANG BAWANG;LAMPUNG;0;11000;34000;11000;2025-11-15 15:55;NovemberSales2025.xlsx
ORD_0015572;2;400;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KOTA SURAKARTA (SOLO);JAWA TENGAH;0;5000;32498;5000;2025-11-15 16:07;NovemberSales2025.xlsx
ORD_0015573;7;1400;0;0;Mangkok Sambal / Saus;1;Selesai;;Reguler (Cashless)-SPX Standard;SPayLater;KOTA SALATIGA;JAWA TENGAH;0;10000;108822;10000;2025-11-15 16:15;NovemberSales2025.xlsx
ORD_0015574;1;80;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. BOGOR;JAWA BARAT;0;3500;9000;3500;2025-11-15 16:57;NovemberSales2025.xlsx
ORD_0015575;9;2400;0;0;Aksesoris Pintu;1;Batal;Dibatalkan secara otomatis oleh sistem. Alasan: Penjual gagal mengirimkan pesanan tepat waktu;Reguler (Cashless)-SPX Standard;Saldo ShopeePay;KOTA TANGERANG SELATAN;BANTEN;0;0;0;6500;2025-11-15 17:12;NovemberSales2025.xlsx
ORD_0015576;3;4500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA BALIKPAPAN;KALIMANTAN TIMUR;0;18000;59900;18000;2025-11-15 17:24;NovemberSales2025.xlsx
ORD_0015577;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. SERANG;BANTEN;0;3500;13900;3500;2025-11-15 17:29;NovemberSales2025.xlsx
ORD_0015578;1;2000;0;0;Other;1;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KAB. PROBOLINGGO;JAWA TIMUR;0;7500;16208;8000;2025-11-15 17:42;NovemberSales2025.xlsx
ORD_0015579;1;2000;0;0;Other;1;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KAB. PROBOLINGGO;JAWA TIMUR;0;7500;16262;8000;2025-11-15 17:46;NovemberSales2025.xlsx
ORD_0015580;1;300;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA TANGERANG;BANTEN;0;3500;17000;3500;2025-11-15 18:48;NovemberSales2025.xlsx
ORD_0015581;1;200;0;0;Mangkok Sambal / Saus;1;Batal;Dibatalkan oleh Pembeli. Alasan: Perlu mengubah alamat pengiriman;Hemat Kargo;Online Payment;KAB. LEBAK;BANTEN;0;0;0;3500;2025-11-15 19:09;NovemberSales2025.xlsx
ORD_0015582;1;200;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KAB. LEBAK;BANTEN;0;3500;17000;3500;2025-11-15 19:10;NovemberSales2025.xlsx
